graph_id,seed_id,country,scenario_name,density_label,interbank_liability_scale,shock_multiplier,baseline_stable
seed_004_Ukraine_acute_physical_risk_p30_ibx1_0_shockx0_75_no_liquidity_uniform_sector_distribution,seed_004,Ukraine,acute_physical_risk,p30,1.0,0.75,True
seed_004_Ukraine_combined_transition_physical_p30_ibx1_0_shockx0_75_no_liquidity_uniform_sector_distribution,seed_004,Ukraine,combined_transition_physical,p30,1.0,0.75,True
seed_004_United_States_of_America_orderly_transition_p30_ibx1_0_shockx0_75_no_liquidity_uniform_sector_distribution,seed_004,United States of America,orderly_transition,p30,1.0,0.75,True
seed_004_United_States_of_America_disorderly_transition_p30_ibx1_0_shockx0_75_no_liquidity_uniform_sector_distribution,seed_004,United States of America,disorderly_transition,p30,1.0,0.75,True
seed_004_United_States_of_America_severe_disorderly_transition_p30_ibx1_0_shockx0_75_no_liquidity_uniform_sector_distribution,seed_004,United States of America,severe_disorderly_transition,p30,1.0,0.75,True
seed_004_United_States_of_America_acute_physical_risk_p30_ibx1_0_shockx0_75_no_liquidity_uniform_sector_distribution,seed_004,United States of America,acute_physical_risk,p30,1.0,0.75,True
seed_004_United_States_of_America_combined_transition_physical_p30_ibx1_0_shockx0_75_no_liquidity_uniform_sector_distribution,seed_004,United States of America,combined_transition_physical,p30,1.0,0.75,True
seed_004_Brazil_orderly_transition_p30_ibx1_0_shockx1_0_no_liquidity_uniform_sector_distribution,seed_004,Brazil,orderly_transition,p30,1.0,1.0,True
seed_004_Brazil_disorderly_transition_p30_ibx1_0_shockx1_0_no_liquidity_uniform_sector_distribution,seed_004,Brazil,disorderly_transition,p30,1.0,1.0,True
seed_004_Brazil_severe_disorderly_transition_p30_ibx1_0_shockx1_0_no_liquidity_uniform_sector_distribution,seed_004,Brazil,severe_disorderly_transition,p30,1.0,1.0,True
seed_004_Brazil_acute_physical_risk_p30_ibx1_0_shockx1_0_no_liquidity_uniform_sector_distribution,seed_004,Brazil,acute_physical_risk,p30,1.0,1.0,True
seed_004_Brazil_combined_transition_physical_p30_ibx1_0_shockx1_0_no_liquidity_uniform_sector_distribution,seed_004,Brazil,combined_transition_physical,p30,1.0,1.0,True
seed_004_Germany_orderly_transition_p30_ibx1_0_shockx1_0_no_liquidity_uniform_sector_distribution,seed_004,Germany,orderly_transition,p30,1.0,1.0,True
seed_004_Germany_disorderly_transition_p30_ibx1_0_shockx1_0_no_liquidity_uniform_sector_distribution,seed_004,Germany,disorderly_transition,p30,1.0,1.0,True
seed_004_Germany_severe_disorderly_transition_p30_ibx1_0_shockx1_0_no_liquidity_uniform_sector_distribution,seed_004,Germany,severe_disorderly_transition,p30,1.0,1.0,True
seed_004_Germany_acute_physical_risk_p30_ibx1_0_shockx1_0_no_liquidity_uniform_sector_distribution,seed_004,Germany,acute_physical_risk,p30,1.0,1.0,True
seed_004_Germany_combined_transition_physical_p30_ibx1_0_shockx1_0_no_liquidity_uniform_sector_distribution,seed_004,Germany,combined_transition_physical,p30,1.0,1.0,True
seed_004_Italy_orderly_transition_p30_ibx1_0_shockx1_0_no_liquidity_uniform_sector_distribution,seed_004,Italy,orderly_transition,p30,1.0,1.0,True
seed_004_Italy_disorderly_transition_p30_ibx1_0_shockx1_0_no_liquidity_uniform_sector_distribution,seed_004,Italy,disorderly_transition,p30,1.0,1.0,True
seed_004_Italy_severe_disorderly_transition_p30_ibx1_0_shockx1_0_no_liquidity_uniform_sector_distribution,seed_004,Italy,severe_disorderly_transition,p30,1.0,1.0,True
seed_004_Italy_acute_physical_risk_p30_ibx1_0_shockx1_0_no_liquidity_uniform_sector_distribution,seed_004,Italy,acute_physical_risk,p30,1.0,1.0,True
seed_004_Italy_combined_transition_physical_p30_ibx1_0_shockx1_0_no_liquidity_uniform_sector_distribution,seed_004,Italy,combined_transition_physical,p30,1.0,1.0,True
seed_004_Spain_orderly_transition_p30_ibx1_0_shockx1_0_no_liquidity_uniform_sector_distribution,seed_004,Spain,orderly_transition,p30,1.0,1.0,True
seed_004_Spain_disorderly_transition_p30_ibx1_0_shockx1_0_no_liquidity_uniform_sector_distribution,seed_004,Spain,disorderly_transition,p30,1.0,1.0,True
seed_004_Spain_severe_disorderly_transition_p30_ibx1_0_shockx1_0_no_liquidity_uniform_sector_distribution,seed_004,Spain,severe_disorderly_transition,p30,1.0,1.0,True
seed_004_Spain_acute_physical_risk_p30_ibx1_0_shockx1_0_no_liquidity_uniform_sector_distribution,seed_004,Spain,acute_physical_risk,p30,1.0,1.0,True
seed_004_Spain_combined_transition_physical_p30_ibx1_0_shockx1_0_no_liquidity_uniform_sector_distribution,seed_004,Spain,combined_transition_physical,p30,1.0,1.0,True
seed_004_Ukraine_orderly_transition_p30_ibx1_0_shockx1_0_no_liquidity_uniform_sector_distribution,seed_004,Ukraine,orderly_transition,p30,1.0,1.0,True
seed_004_Ukraine_disorderly_transition_p30_ibx1_0_shockx1_0_no_liquidity_uniform_sector_distribution,seed_004,Ukraine,disorderly_transition,p30,1.0,1.0,True
seed_004_Ukraine_severe_disorderly_transition_p30_ibx1_0_shockx1_0_no_liquidity_uniform_sector_distribution,seed_004,Ukraine,severe_disorderly_transition,p30,1.0,1.0,True
seed_004_Ukraine_acute_physical_risk_p30_ibx1_0_shockx1_0_no_liquidity_uniform_sector_distribution,seed_004,Ukraine,acute_physical_risk,p30,1.0,1.0,True
seed_004_Ukraine_combined_transition_physical_p30_ibx1_0_shockx1_0_no_liquidity_uniform_sector_distribution,seed_004,Ukraine,combined_transition_physical,p30,1.0,1.0,True
seed_004_United_States_of_America_orderly_transition_p30_ibx1_0_shockx1_0_no_liquidity_uniform_sector_distribution,seed_004,United States of America,orderly_transition,p30,1.0,1.0,True
seed_004_United_States_of_America_disorderly_transition_p30_ibx1_0_shockx1_0_no_liquidity_uniform_sector_distribution,seed_004,United States of America,disorderly_transition,p30,1.0,1.0,True
seed_004_United_States_of_America_severe_disorderly_transition_p30_ibx1_0_shockx1_0_no_liquidity_uniform_sector_distribution,seed_004,United States of America,severe_disorderly_transition,p30,1.0,1.0,True
seed_004_United_States_of_America_acute_physical_risk_p30_ibx1_0_shockx1_0_no_liquidity_uniform_sector_distribution,seed_004,United States of America,acute_physical_risk,p30,1.0,1.0,True
seed_004_United_States_of_America_combined_transition_physical_p30_ibx1_0_shockx1_0_no_liquidity_uniform_sector_distribution,seed_004,United States of America,combined_transition_physical,p30,1.0,1.0,True
seed_004_Brazil_orderly_transition_p30_ibx1_0_shockx1_25_no_liquidity_uniform_sector_distribution,seed_004,Brazil,orderly_transition,p30,1.0,1.25,True
seed_004_Brazil_disorderly_transition_p30_ibx1_0_shockx1_25_no_liquidity_uniform_sector_distribution,seed_004,Brazil,disorderly_transition,p30,1.0,1.25,True
seed_004_Brazil_severe_disorderly_transition_p30_ibx1_0_shockx1_25_no_liquidity_uniform_sector_distribution,seed_004,Brazil,severe_disorderly_transition,p30,1.0,1.25,True
seed_004_Brazil_acute_physical_risk_p30_ibx1_0_shockx1_25_no_liquidity_uniform_sector_distribution,seed_004,Brazil,acute_physical_risk,p30,1.0,1.25,True
seed_004_Brazil_combined_transition_physical_p30_ibx1_0_shockx1_25_no_liquidity_uniform_sector_distribution,seed_004,Brazil,combined_transition_physical,p30,1.0,1.25,True
seed_004_Germany_orderly_transition_p30_ibx1_0_shockx1_25_no_liquidity_uniform_sector_distribution,seed_004,Germany,orderly_transition,p30,1.0,1.25,True
seed_004_Germany_disorderly_transition_p30_ibx1_0_shockx1_25_no_liquidity_uniform_sector_distribution,seed_004,Germany,disorderly_transition,p30,1.0,1.25,True
seed_004_Germany_severe_disorderly_transition_p30_ibx1_0_shockx1_25_no_liquidity_uniform_sector_distribution,seed_004,Germany,severe_disorderly_transition,p30,1.0,1.25,True
seed_004_Germany_acute_physical_risk_p30_ibx1_0_shockx1_25_no_liquidity_uniform_sector_distribution,seed_004,Germany,acute_physical_risk,p30,1.0,1.25,True
seed_004_Germany_combined_transition_physical_p30_ibx1_0_shockx1_25_no_liquidity_uniform_sector_distribution,seed_004,Germany,combined_transition_physical,p30,1.0,1.25,True
seed_004_Italy_orderly_transition_p30_ibx1_0_shockx1_25_no_liquidity_uniform_sector_distribution,seed_004,Italy,orderly_transition,p30,1.0,1.25,True
seed_004_Italy_disorderly_transition_p30_ibx1_0_shockx1_25_no_liquidity_uniform_sector_distribution,seed_004,Italy,disorderly_transition,p30,1.0,1.25,True
seed_004_Italy_severe_disorderly_transition_p30_ibx1_0_shockx1_25_no_liquidity_uniform_sector_distribution,seed_004,Italy,severe_disorderly_transition,p30,1.0,1.25,True
seed_004_Italy_acute_physical_risk_p30_ibx1_0_shockx1_25_no_liquidity_uniform_sector_distribution,seed_004,Italy,acute_physical_risk,p30,1.0,1.25,True
seed_004_Italy_combined_transition_physical_p30_ibx1_0_shockx1_25_no_liquidity_uniform_sector_distribution,seed_004,Italy,combined_transition_physical,p30,1.0,1.25,True
seed_004_Spain_orderly_transition_p30_ibx1_0_shockx1_25_no_liquidity_uniform_sector_distribution,seed_004,Spain,orderly_transition,p30,1.0,1.25,True
seed_004_Spain_disorderly_transition_p30_ibx1_0_shockx1_25_no_liquidity_uniform_sector_distribution,seed_004,Spain,disorderly_transition,p30,1.0,1.25,True
seed_004_Spain_severe_disorderly_transition_p30_ibx1_0_shockx1_25_no_liquidity_uniform_sector_distribution,seed_004,Spain,severe_disorderly_transition,p30,1.0,1.25,True
seed_004_Spain_acute_physical_risk_p30_ibx1_0_shockx1_25_no_liquidity_uniform_sector_distribution,seed_004,Spain,acute_physical_risk,p30,1.0,1.25,True
seed_004_Spain_combined_transition_physical_p30_ibx1_0_shockx1_25_no_liquidity_uniform_sector_distribution,seed_004,Spain,combined_transition_physical,p30,1.0,1.25,True
seed_004_Ukraine_orderly_transition_p30_ibx1_0_shockx1_25_no_liquidity_uniform_sector_distribution,seed_004,Ukraine,orderly_transition,p30,1.0,1.25,True
seed_004_Ukraine_disorderly_transition_p30_ibx1_0_shockx1_25_no_liquidity_uniform_sector_distribution,seed_004,Ukraine,disorderly_transition,p30,1.0,1.25,True
seed_004_Ukraine_severe_disorderly_transition_p30_ibx1_0_shockx1_25_no_liquidity_uniform_sector_distribution,seed_004,Ukraine,severe_disorderly_transition,p30,1.0,1.25,True
seed_004_Ukraine_acute_physical_risk_p30_ibx1_0_shockx1_25_no_liquidity_uniform_sector_distribution,seed_004,Ukraine,acute_physical_risk,p30,1.0,1.25,True
seed_004_Ukraine_combined_transition_physical_p30_ibx1_0_shockx1_25_no_liquidity_uniform_sector_distribution,seed_004,Ukraine,combined_transition_physical,p30,1.0,1.25,True
seed_004_United_States_of_America_orderly_transition_p30_ibx1_0_shockx1_25_no_liquidity_uniform_sector_distribution,seed_004,United States of America,orderly_transition,p30,1.0,1.25,True
seed_004_United_States_of_America_disorderly_transition_p30_ibx1_0_shockx1_25_no_liquidity_uniform_sector_distribution,seed_004,United States of America,disorderly_transition,p30,1.0,1.25,True
seed_004_United_States_of_America_severe_disorderly_transition_p30_ibx1_0_shockx1_25_no_liquidity_uniform_sector_distribution,seed_004,United States of America,severe_disorderly_transition,p30,1.0,1.25,True
seed_004_United_States_of_America_acute_physical_risk_p30_ibx1_0_shockx1_25_no_liquidity_uniform_sector_distribution,seed_004,United States of America,acute_physical_risk,p30,1.0,1.25,True
seed_004_United_States_of_America_combined_transition_physical_p30_ibx1_0_shockx1_25_no_liquidity_uniform_sector_distribution,seed_004,United States of America,combined_transition_physical,p30,1.0,1.25,True
seed_004_Brazil_orderly_transition_p30_ibx1_0_shockx1_5_no_liquidity_uniform_sector_distribution,seed_004,Brazil,orderly_transition,p30,1.0,1.5,True
seed_004_Brazil_disorderly_transition_p30_ibx1_0_shockx1_5_no_liquidity_uniform_sector_distribution,seed_004,Brazil,disorderly_transition,p30,1.0,1.5,True
seed_004_Brazil_severe_disorderly_transition_p30_ibx1_0_shockx1_5_no_liquidity_uniform_sector_distribution,seed_004,Brazil,severe_disorderly_transition,p30,1.0,1.5,True
seed_004_Brazil_acute_physical_risk_p30_ibx1_0_shockx1_5_no_liquidity_uniform_sector_distribution,seed_004,Brazil,acute_physical_risk,p30,1.0,1.5,True
seed_004_Brazil_combined_transition_physical_p30_ibx1_0_shockx1_5_no_liquidity_uniform_sector_distribution,seed_004,Brazil,combined_transition_physical,p30,1.0,1.5,True
seed_004_Germany_orderly_transition_p30_ibx1_0_shockx1_5_no_liquidity_uniform_sector_distribution,seed_004,Germany,orderly_transition,p30,1.0,1.5,True
seed_004_Germany_disorderly_transition_p30_ibx1_0_shockx1_5_no_liquidity_uniform_sector_distribution,seed_004,Germany,disorderly_transition,p30,1.0,1.5,True
seed_004_Germany_severe_disorderly_transition_p30_ibx1_0_shockx1_5_no_liquidity_uniform_sector_distribution,seed_004,Germany,severe_disorderly_transition,p30,1.0,1.5,True
seed_004_Germany_acute_physical_risk_p30_ibx1_0_shockx1_5_no_liquidity_uniform_sector_distribution,seed_004,Germany,acute_physical_risk,p30,1.0,1.5,True
seed_004_Germany_combined_transition_physical_p30_ibx1_0_shockx1_5_no_liquidity_uniform_sector_distribution,seed_004,Germany,combined_transition_physical,p30,1.0,1.5,True
seed_004_Italy_orderly_transition_p30_ibx1_0_shockx1_5_no_liquidity_uniform_sector_distribution,seed_004,Italy,orderly_transition,p30,1.0,1.5,True
seed_004_Italy_disorderly_transition_p30_ibx1_0_shockx1_5_no_liquidity_uniform_sector_distribution,seed_004,Italy,disorderly_transition,p30,1.0,1.5,True
seed_004_Italy_severe_disorderly_transition_p30_ibx1_0_shockx1_5_no_liquidity_uniform_sector_distribution,seed_004,Italy,severe_disorderly_transition,p30,1.0,1.5,True
seed_004_Italy_acute_physical_risk_p30_ibx1_0_shockx1_5_no_liquidity_uniform_sector_distribution,seed_004,Italy,acute_physical_risk,p30,1.0,1.5,True
seed_004_Italy_combined_transition_physical_p30_ibx1_0_shockx1_5_no_liquidity_uniform_sector_distribution,seed_004,Italy,combined_transition_physical,p30,1.0,1.5,True
seed_004_Spain_orderly_transition_p30_ibx1_0_shockx1_5_no_liquidity_uniform_sector_distribution,seed_004,Spain,orderly_transition,p30,1.0,1.5,True
seed_004_Spain_disorderly_transition_p30_ibx1_0_shockx1_5_no_liquidity_uniform_sector_distribution,seed_004,Spain,disorderly_transition,p30,1.0,1.5,True
seed_004_Spain_severe_disorderly_transition_p30_ibx1_0_shockx1_5_no_liquidity_uniform_sector_distribution,seed_004,Spain,severe_disorderly_transition,p30,1.0,1.5,True
seed_004_Spain_acute_physical_risk_p30_ibx1_0_shockx1_5_no_liquidity_uniform_sector_distribution,seed_004,Spain,acute_physical_risk,p30,1.0,1.5,True
seed_004_Spain_combined_transition_physical_p30_ibx1_0_shockx1_5_no_liquidity_uniform_sector_distribution,seed_004,Spain,combined_transition_physical,p30,1.0,1.5,True
seed_004_Ukraine_orderly_transition_p30_ibx1_0_shockx1_5_no_liquidity_uniform_sector_distribution,seed_004,Ukraine,orderly_transition,p30,1.0,1.5,True
seed_004_Ukraine_disorderly_transition_p30_ibx1_0_shockx1_5_no_liquidity_uniform_sector_distribution,seed_004,Ukraine,disorderly_transition,p30,1.0,1.5,True
seed_004_Ukraine_severe_disorderly_transition_p30_ibx1_0_shockx1_5_no_liquidity_uniform_sector_distribution,seed_004,Ukraine,severe_disorderly_transition,p30,1.0,1.5,True
seed_004_Ukraine_acute_physical_risk_p30_ibx1_0_shockx1_5_no_liquidity_uniform_sector_distribution,seed_004,Ukraine,acute_physical_risk,p30,1.0,1.5,True
seed_004_Ukraine_combined_transition_physical_p30_ibx1_0_shockx1_5_no_liquidity_uniform_sector_distribution,seed_004,Ukraine,combined_transition_physical,p30,1.0,1.5,True
seed_004_United_States_of_America_orderly_transition_p30_ibx1_0_shockx1_5_no_liquidity_uniform_sector_distribution,seed_004,United States of America,orderly_transition,p30,1.0,1.5,True
seed_004_United_States_of_America_disorderly_transition_p30_ibx1_0_shockx1_5_no_liquidity_uniform_sector_distribution,seed_004,United States of America,disorderly_transition,p30,1.0,1.5,True
seed_004_United_States_of_America_severe_disorderly_transition_p30_ibx1_0_shockx1_5_no_liquidity_uniform_sector_distribution,seed_004,United States of America,severe_disorderly_transition,p30,1.0,1.5,True
seed_004_United_States_of_America_acute_physical_risk_p30_ibx1_0_shockx1_5_no_liquidity_uniform_sector_distribution,seed_004,United States of America,acute_physical_risk,p30,1.0,1.5,True
seed_004_United_States_of_America_combined_transition_physical_p30_ibx1_0_shockx1_5_no_liquidity_uniform_sector_distribution,seed_004,United States of America,combined_transition_physical,p30,1.0,1.5,True
seed_005_Brazil_orderly_transition_p30_ibx1_0_shockx0_75_no_liquidity_uniform_sector_distribution,seed_005,Brazil,orderly_transition,p30,1.0,0.75,True
seed_005_Brazil_disorderly_transition_p30_ibx1_0_shockx0_75_no_liquidity_uniform_sector_distribution,seed_005,Brazil,disorderly_transition,p30,1.0,0.75,True
seed_005_Brazil_severe_disorderly_transition_p30_ibx1_0_shockx0_75_no_liquidity_uniform_sector_distribution,seed_005,Brazil,severe_disorderly_transition,p30,1.0,0.75,True
seed_005_Brazil_acute_physical_risk_p30_ibx1_0_shockx0_75_no_liquidity_uniform_sector_distribution,seed_005,Brazil,acute_physical_risk,p30,1.0,0.75,True
seed_005_Brazil_combined_transition_physical_p30_ibx1_0_shockx0_75_no_liquidity_uniform_sector_distribution,seed_005,Brazil,combined_transition_physical,p30,1.0,0.75,True
seed_005_Germany_orderly_transition_p30_ibx1_0_shockx0_75_no_liquidity_uniform_sector_distribution,seed_005,Germany,orderly_transition,p30,1.0,0.75,True
seed_005_Germany_disorderly_transition_p30_ibx1_0_shockx0_75_no_liquidity_uniform_sector_distribution,seed_005,Germany,disorderly_transition,p30,1.0,0.75,True
seed_005_Germany_severe_disorderly_transition_p30_ibx1_0_shockx0_75_no_liquidity_uniform_sector_distribution,seed_005,Germany,severe_disorderly_transition,p30,1.0,0.75,True
seed_005_Germany_acute_physical_risk_p30_ibx1_0_shockx0_75_no_liquidity_uniform_sector_distribution,seed_005,Germany,acute_physical_risk,p30,1.0,0.75,True
seed_005_Germany_combined_transition_physical_p30_ibx1_0_shockx0_75_no_liquidity_uniform_sector_distribution,seed_005,Germany,combined_transition_physical,p30,1.0,0.75,True
seed_005_Italy_orderly_transition_p30_ibx1_0_shockx0_75_no_liquidity_uniform_sector_distribution,seed_005,Italy,orderly_transition,p30,1.0,0.75,True
